icpsr,party_code,vote_1,vote_2,vote_3,vote_4,vote_5,vote_6,vote_7,vote_8,vote_9,vote_10,vote_11,vote_12,vote_13,vote_14,vote_15,vote_16,vote_17,vote_18,vote_19,vote_20,vote_21,vote_22,vote_23,vote_24,vote_25,vote_26,vote_27,vote_28,vote_29,vote_30,vote_31,vote_32,vote_33,vote_34,vote_35,vote_36,vote_37,vote_38,vote_39,vote_40,vote_41,vote_42,vote_43,vote_44,vote_45,vote_46,vote_47,vote_48,vote_49,vote_50,vote_51,vote_52,vote_53,vote_54,vote_55,vote_56,vote_57,vote_58,vote_59,vote_60,vote_61,vote_62,vote_63,vote_64,vote_65,vote_66,vote_67,vote_68,vote_69,vote_70,vote_71,vote_72,vote_73,vote_74,vote_75,vote_76,vote_77,vote_78,vote_79,vote_80,vote_81,vote_82,vote_83,vote_84,vote_85,vote_86,vote_87
7243,100.0,9.0,6.0,6.0,6.0,6.0,9.0,6.0,1.0,6.0,1.0,9.0,9.0,9.0,9.0,6.0,6.0,1.0,6.0,6.0,6.0,1.0,1.0,6.0,1.0,6.0,9.0,1.0,1.0,9.0,6.0,6.0,9.0,6.0,1.0,6.0,6.0,6.0,6.0,1.0,9.0,6.0,6.0,6.0,9.0,6.0,1.0,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,9.0,6.0,6.0,9.0,6.0,1.0,1.0,1.0,6.0,6.0,6.0,6.0,1.0,1.0,6.0,6.0,6.0,1.0,1.0,6.0,1.0,6.0,6.0,1.0,6.0,1.0,6.0,1.0,1.0,1.0,6.0
7251,100.0,1.0,6.0,6.0,6.0,6.0,6.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,6.0,9.0,9.0,9.0,9.0,1.0,9.0,6.0,9.0,6.0,9.0,9.0,1.0,9.0,6.0,9.0,9.0,9.0,9.0,6.0,6.0,9.0,6.0,1.0,9.0,9.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,6.0,1.0,9.0,9.0,6.0,9.0,9.0,9.0,9.0,9.0,6.0,1.0,1.0,1.0,9.0,9.0,9.0,9.0,6.0,1.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,1.0,9.0,1.0,9.0
7273,200.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,6.0,6.0,6.0,1.0,6.0,1.0,1.0,6.0,1.0,1.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,6.0,6.0,1.0,6.0,6.0,6.0,1.0,6.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,9.0,9.0,9.0,1.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,6.0,6.0,6.0,6.0,6.0,1.0
7284,200.0,2.0,1.0,9.0,9.0,1.0,1.0,1.0,6.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,1.0,6.0,1.0,1.0,9.0,6.0,6.0,1.0,1.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,6.0,1.0,9.0,9.0,1.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
7347,200.0,2.0,1.0,1.0,1.0,1.0,9.0,1.0,6.0,9.0,9.0,9.0,9.0,9.0,6.0,9.0,1.0,6.0,1.0,1.0,6.0,6.0,9.0,1.0,1.0,1.0,1.0,6.0,6.0,9.0,6.0,6.0,6.0,1.0,1.0,1.0,9.0,9.0,9.0,6.0,9.0,1.0,1.0,9.0,9.0,1.0,6.0,9.0,6.0,1.0,1.0,9.0,9.0,9.0,9.0,1.0,1.0,9.0,1.0,6.0,9.0,6.0,1.0,1.0,1.0,1.0,1.0,9.0,9.0,9.0,9.0,1.0,1.0,9.0,6.0,9.0,9.0,1.0,1.0,1.0,6.0,9.0,9.0,9.0,6.0,6.0,6.0,1.0
7439,100.0,1.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,6.0,1.0,1.0,1.0,6.0,9.0,6.0,6.0,9.0,9.0,9.0,9.0,9.0,9.0,6.0,1.0,6.0,1.0,9.0,1.0,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,9.0,8.0,9.0,9.0,9.0,6.0,6.0,6.0,6.0,9.0,6.0,6.0,1.0,1.0,1.0,9.0,9.0,6.0,6.0,1.0,9.0,9.0,6.0,6.0,1.0,1.0,6.0,1.0,6.0,6.0,9.0,6.0,6.0,9.0,1.0,1.0,9.0,9.0
7535,331.0,2.0,1.0,1.0,1.0,1.0,9.0,1.0,6.0,1.0,6.0,6.0,6.0,1.0,6.0,1.0,9.0,6.0,1.0,1.0,1.0,9.0,6.0,1.0,1.0,1.0,9.0,9.0,6.0,1.0,9.0,9.0,6.0,1.0,6.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,6.0,6.0,1.0,1.0,1.0,6.0,6.0,1.0,1.0,1.0,1.0,6.0,6.0,1.0,9.0,6.0,6.0,1.0,1.0
7565,100.0,1.0,6.0,6.0,6.0,6.0,9.0,9.0,9.0,6.0,1.0,9.0,9.0,8.0,8.0,6.0,6.0,9.0,9.0,9.0,9.0,9.0,1.0,6.0,1.0,6.0,8.0,1.0,1.0,9.0,1.0,1.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,1.0,9.0,8.0,8.0,8.0,8.0,6.0,1.0,6.0,6.0,6.0,6.0,6.0,1.0,9.0,9.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,9.0,6.0,6.0,6.0,1.0,8.0,6.0,6.0,6.0,1.0,1.0,9.0,1.0,6.0,6.0,1.0,8.0,9.0,9.0,1.0,1.0,1.0,6.0
7581,200.0,2.0,1.0,1.0,1.0,1.0,9.0,1.0,6.0,1.0,9.0,9.0,9.0,9.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,8.0,8.0,9.0,9.0,9.0,9.0,6.0,6.0,8.0,6.0,9.0,6.0,1.0,6.0,9.0,9.0,9.0,9.0,9.0,8.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,8.0,8.0,8.0,8.0,1.0,9.0,1.0,9.0,6.0,1.0,8.0,9.0,9.0,9.0,1.0,9.0,9.0,9.0,9.0,6.0,1.0,1.0,1.0,6.0,1.0,6.0,1.0,1.0,1.0,9.0,6.0,9.0,9.0,9.0,9.0,1.0,9.0
7582,200.0,2.0,1.0,1.0,1.0,9.0,9.0,1.0,6.0,9.0,9.0,9.0,9.0,9.0,6.0,9.0,1.0,6.0,1.0,1.0,1.0,6.0,6.0,1.0,1.0,1.0,9.0,9.0,9.0,9.0,9.0,9.0,6.0,1.0,9.0,9.0,1.0,1.0,1.0,6.0,9.0,9.0,9.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,9.0,1.0,9.0,9.0,9.0,1.0,9.0,9.0,9.0,1.0,9.0,9.0,9.0,9.0,9.0,6.0,9.0,9.0,9.0,1.0,9.0,9.0,1.0,9.0,6.0,1.0,9.0,1.0,1.0,1.0,6.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
7624,200.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,9.0,9.0,1.0,1.0,6.0,1.0,9.0,9.0,9.0,9.0,9.0,9.0,6.0,9.0,1.0,1.0,1.0,6.0,9.0,9.0,9.0,1.0,1.0,6.0,1.0,9.0,9.0,9.0,1.0,1.0,9.0,9.0,9.0,1.0,1.0,1.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,1.0,1.0,9.0,1.0,6.0,1.0,1.0,6.0,9.0,9.0,1.0,1.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,8.0,8.0,8.0,8.0,9.0,9.0,6.0,6.0,1.0,1.0
7650,100.0,1.0,6.0,6.0,6.0,6.0,6.0,9.0,9.0,6.0,1.0,9.0,9.0,9.0,9.0,9.0,9.0,1.0,6.0,6.0,1.0,1.0,1.0,6.0,1.0,9.0,6.0,9.0,1.0,6.0,9.0,9.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,1.0,9.0,6.0,6.0,1.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,6.0,1.0,6.0,8.0,6.0,6.0,6.0,9.0,9.0,9.0,6.0,1.0,1.0,1.0,1.0,6.0,6.0,6.0,6.0,6.0,9.0,9.0,6.0,1.0,1.0,9.0,1.0,6.0,6.0,9.0,6.0,6.0,1.0,1.0,1.0,9.0,9.0
7691,100.0,1.0,6.0,6.0,6.0,6.0,9.0,6.0,1.0,6.0,1.0,9.0,1.0,6.0,6.0,6.0,9.0,1.0,6.0,6.0,1.0,9.0,9.0,6.0,1.0,9.0,1.0,1.0,1.0,9.0,1.0,9.0,6.0,6.0,9.0,9.0,6.0,6.0,6.0,9.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,6.0,1.0,6.0,9.0,6.0,6.0,9.0,9.0,9.0,9.0,6.0,1.0,9.0,1.0,9.0,9.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,8.0,1.0,9.0,1.0,6.0,6.0,1.0,9.0,9.0,1.0,1.0,1.0,1.0,9.0
7718,100.0,1.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,6.0,1.0,9.0,9.0,9.0,9.0,9.0,6.0,1.0,6.0,6.0,6.0,9.0,1.0,6.0,1.0,9.0,9.0,1.0,9.0,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,6.0,6.0,6.0,9.0,1.0,6.0,6.0,6.0,1.0,1.0,6.0,1.0,6.0,6.0,1.0,6.0,9.0,9.0,1.0,1.0,9.0,6.0
7734,100.0,9.0,9.0,6.0,6.0,6.0,9.0,6.0,1.0,6.0,9.0,9.0,9.0,9.0,9.0,9.0,6.0,1.0,6.0,6.0,1.0,9.0,1.0,6.0,1.0,9.0,6.0,1.0,9.0,9.0,9.0,9.0,9.0,6.0,1.0,9.0,6.0,9.0,6.0,1.0,6.0,6.0,6.0,1.0,6.0,6.0,9.0,9.0,6.0,6.0,6.0,9.0,1.0,6.0,6.0,9.0,6.0,6.0,6.0,1.0,6.0,6.0,1.0,1.0,1.0,9.0,6.0,6.0,6.0,6.0,6.0,1.0,8.0,5.0,1.0,1.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,1.0,1.0,1.0,6.0
7798,200.0,2.0,1.0,1.0,1.0,1.0,1.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,6.0,1.0,1.0,6.0,1.0,1.0,1.0,9.0,9.0,1.0,1.0,1.0,6.0,6.0,6.0,9.0,1.0,9.0,6.0,1.0,6.0,9.0,1.0,9.0,1.0,6.0,9.0,1.0,1.0,6.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,6.0,1.0,1.0,1.0,6.0,1.0,1.0,6.0,6.0,6.0,9.0,1.0,1.0,6.0,6.0,6.0,1.0,1.0,1.0,6.0,1.0,6.0,1.0,1.0,1.0,6.0,1.0,1.0,9.0,6.0,6.0,1.0,1.0
7807,100.0,9.0,9.0,6.0,6.0,6.0,9.0,9.0,9.0,9.0,9.0,9.0,1.0,6.0,6.0,6.0,8.0,1.0,6.0,6.0,1.0,1.0,9.0,9.0,9.0,9.0,1.0,9.0,1.0,6.0,8.0,8.0,6.0,9.0,1.0,6.0,6.0,6.0,6.0,9.0,9.0,6.0,6.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,6.0,6.0,6.0,1.0,9.0,1.0,6.0,6.0,6.0,9.0,1.0,9.0,6.0,6.0,6.0,1.0,1.0,9.0,1.0,6.0,6.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
7839,100.0,1.0,6.0,6.0,6.0,6.0,6.0,9.0,1.0,6.0,1.0,1.0,1.0,6.0,1.0,6.0,6.0,9.0,9.0,9.0,9.0,9.0,9.0,8.0,1.0,9.0,1.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,1.0,1.0,6.0,1.0,6.0,6.0,1.0,6.0,6.0,9.0,9.0,9.0,6.0,9.0
7877,100.0,1.0,6.0,6.0,6.0,9.0,6.0,6.0,1.0,9.0,9.0,1.0,1.0,6.0,9.0,9.0,9.0,1.0,6.0,6.0,9.0,9.0,9.0,6.0,1.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,6.0,1.0,9.0,6.0,9.0,6.0,9.0,6.0,9.0,9.0,6.0,9.0,9.0,9.0,9.0,9.0,9.0,6.0,9.0,9.0,9.0,9.0,9.0,6.0,1.0,1.0,9.0,1.0,6.0,9.0,9.0,9.0,9.0,6.0,6.0,6.0,9.0,1.0,9.0,9.0,9.0,9.0,9.0,6.0,9.0,1.0,1.0,1.0,9.0,9.0
7882,100.0,1.0,6.0,6.0,6.0,9.0,9.0,6.0,1.0,9.0,9.0,1.0,1.0,6.0,6.0,1.0,6.0,1.0,6.0,6.0,6.0,1.0,1.0,6.0,1.0,9.0,6.0,1.0,1.0,6.0,8.0,8.0,2.0,9.0,8.0,9.0,9.0,9.0,9.0,9.0,9.0,8.0,6.0,6.0,8.0,6.0,1.0,6.0,6.0,6.0,6.0,9.0,9.0,9.0,9.0,9.0,6.0,8.0,8.0,1.0,6.0,6.0,1.0,1.0,1.0,1.0,6.0,6.0,9.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,9.0,1.0,6.0,6.0,9.0,6.0,6.0,6.0,1.0,1.0,1.0,6.0
7895,100.0,1.0,6.0,9.0,9.0,6.0,9.0,6.0,1.0,6.0,1.0,9.0,1.0,6.0,9.0,6.0,6.0,1.0,6.0,6.0,1.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,6.0,6.0,1.0,9.0,6.0,6.0,6.0,1.0,9.0,6.0,6.0,6.0,9.0,6.0,1.0,6.0,6.0,6.0,6.0,9.0,9.0,6.0,6.0,6.0,9.0,9.0,6.0,6.0,6.0,6.0,1.0,9.0,9.0,1.0,6.0,9.0,9.0,1.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,6.0
7931,100.0,1.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,6.0,1.0,1.0,1.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,1.0,1.0,1.0,6.0,1.0,6.0,1.0,9.0,1.0,9.0,1.0,1.0,6.0,6.0,1.0,9.0,6.0,6.0,6.0,1.0,9.0,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,9.0,9.0,9.0,9.0,6.0,6.0,6.0,9.0,9.0,9.0,6.0,1.0,1.0,1.0,1.0,6.0,9.0,9.0,9.0,1.0,6.0,6.0,6.0,1.0,1.0,6.0,1.0,6.0,6.0,1.0,6.0,9.0,9.0,1.0,1.0,1.0,6.0
7939,100.0,1.0,6.0,6.0,6.0,6.0,9.0,6.0,1.0,6.0,1.0,1.0,1.0,6.0,1.0,6.0,9.0,1.0,6.0,6.0,1.0,1.0,1.0,6.0,1.0,9.0,1.0,1.0,1.0,9.0,6.0,6.0,6.0,6.0,1.0,6.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,6.0,6.0,9.0,9.0,9.0,6.0,1.0,1.0,1.0,1.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,1.0,1.0,9.0,1.0,6.0,6.0,9.0,6.0,6.0,1.0,9.0,1.0,9.0,9.0
7952,200.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,6.0,9.0,9.0,9.0,6.0,9.0,9.0,6.0,1.0,1.0,8.0,6.0,6.0,1.0,9.0,1.0,6.0,9.0,9.0,9.0,6.0,6.0,9.0,9.0,9.0,1.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,8.0,9.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,9.0,1.0,9.0,1.0,6.0,9.0,6.0,1.0,1.0,1.0,6.0,6.0,9.0,9.0,1.0,6.0,1.0,1.0,1.0,6.0,1.0,9.0,1.0,1.0,1.0,6.0,1.0,9.0,6.0,6.0,6.0,6.0,9.0
7964,100.0,1.0,6.0,6.0,6.0,6.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,1.0,6.0,6.0,1.0,9.0,1.0,6.0,1.0,9.0,6.0,9.0,1.0,6.0,1.0,1.0,9.0,9.0,1.0,9.0,6.0,9.0,6.0,1.0,9.0,6.0,6.0,1.0,6.0,6.0,1.0,6.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,1.0,1.0,9.0,1.0,6.0,6.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
7977,100.0,1.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,6.0,1.0,1.0,1.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,1.0,9.0,6.0,1.0,6.0,1.0,1.0,1.0,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,6.0,9.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,6.0,6.0,6.0,1.0,1.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,6.0,6.0,1.0,6.0,1.0,1.0,1.0,1.0,8.0,9.0
7986,100.0,1.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,6.0,1.0,9.0,1.0,6.0,1.0,6.0,6.0,1.0,6.0,6.0,1.0,1.0,9.0,6.0,1.0,9.0,9.0,1.0,1.0,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,9.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,9.0,9.0,9.0,9.0,6.0,6.0,6.0,9.0,6.0,6.0,6.0,1.0,1.0,1.0,9.0,6.0,9.0,6.0,1.0,1.0,6.0,6.0,6.0,1.0,1.0,6.0,1.0,6.0,6.0,1.0,6.0,6.0,6.0,1.0,1.0,6.0,6.0
8007,200.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,1.0,6.0,9.0,6.0,1.0,6.0,9.0,1.0,6.0,1.0,1.0,1.0,9.0,6.0,1.0,1.0,1.0,9.0,6.0,6.0,1.0,1.0,1.0,9.0,1.0,6.0,9.0,9.0,9.0,9.0,9.0,1.0,1.0,1.0,1.0,1.0,9.0,9.0,9.0,1.0,1.0,9.0,1.0,6.0,1.0,1.0,9.0,9.0,9.0,9.0,1.0,9.0,1.0,6.0,6.0,9.0,1.0,1.0,1.0,1.0,6.0,6.0,1.0,1.0,1.0,6.0,1.0,9.0,1.0,1.0,1.0,9.0,9.0,6.0,1.0,6.0,6.0,1.0,1.0
8103,100.0,1.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,6.0,1.0,1.0,1.0,6.0,1.0,6.0,9.0,9.0,9.0,9.0,9.0,9.0,1.0,6.0,1.0,6.0,9.0,1.0,1.0,6.0,1.0,1.0,6.0,6.0,1.0,9.0,6.0,6.0,6.0,1.0,9.0,6.0,6.0,1.0,6.0,6.0,1.0,6.0,6.0,6.0,9.0,9.0,9.0,9.0,9.0,6.0,9.0,9.0,9.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,6.0,6.0,9.0,6.0,9.0,6.0,6.0,6.0,1.0,1.0,9.0,1.0,6.0,6.0,9.0,1.0,6.0,9.0,1.0,1.0,9.0,9.0
8117,100.0,1.0,6.0,9.0,9.0,6.0,9.0,6.0,1.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,6.0,9.0,1.0,1.0,6.0,9.0,9.0,9.0,9.0,9.0,9.0,6.0,6.0,9.0,1.0,9.0,9.0,9.0,8.0,8.0,9.0,9.0,9.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,8.0,8.0,8.0,1.0,1.0,9.0,9.0,9.0,9.0,8.0,9.0,1.0,8.0,1.0,1.0,1.0,6.0
8128,100.0,1.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,6.0,1.0,1.0,1.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,1.0,1.0,6.0,1.0,6.0,2.0,1.0,1.0,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,9.0,9.0,9.0,9.0,6.0,6.0,6.0,6.0,9.0,9.0,6.0,1.0,1.0,1.0,1.0,6.0,6.0,6.0,6.0,1.0,1.0,6.0,6.0,1.0,1.0,6.0,1.0,6.0,6.0,1.0,6.0,1.0,6.0,1.0,1.0,6.0,6.0
8160,100.0,1.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,6.0,1.0,9.0,9.0,9.0,6.0,1.0,6.0,1.0,6.0,6.0,1.0,1.0,1.0,6.0,1.0,9.0,6.0,1.0,1.0,6.0,1.0,1.0,1.0,6.0,1.0,6.0,6.0,6.0,6.0,1.0,9.0,9.0,9.0,9.0,6.0,8.0,8.0,8.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,6.0,6.0,6.0,9.0,1.0,6.0,6.0,6.0,6.0,1.0,1.0,9.0,9.0,6.0,6.0,1.0,9.0,6.0,1.0,1.0,1.0,1.0,6.0
8251,100.0,1.0,6.0,6.0,6.0,6.0,9.0,9.0,9.0,6.0,1.0,9.0,9.0,9.0,1.0,9.0,9.0,1.0,6.0,6.0,6.0,1.0,1.0,9.0,9.0,6.0,1.0,9.0,1.0,9.0,6.0,6.0,9.0,6.0,1.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,9.0,9.0,6.0,1.0,6.0,6.0,9.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,9.0,9.0,1.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,6.0,9.0,9.0,1.0,6.0,6.0,6.0,1.0,1.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
8293,200.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,9.0,9.0,6.0,6.0,1.0,6.0,1.0,1.0,6.0,1.0,1.0,1.0,6.0,9.0,9.0,9.0,1.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,9.0,9.0,9.0,9.0,1.0,1.0,1.0,1.0,9.0,1.0,1.0,6.0,6.0,9.0,1.0,1.0,1.0,1.0,6.0,6.0,1.0,1.0,1.0,6.0,1.0,9.0,1.0,1.0,1.0,6.0,1.0,9.0,9.0,6.0,6.0,1.0,1.0
8326,100.0,1.0,6.0,6.0,6.0,6.0,9.0,9.0,1.0,9.0,9.0,1.0,1.0,6.0,6.0,6.0,9.0,1.0,6.0,6.0,1.0,9.0,1.0,9.0,9.0,9.0,9.0,1.0,1.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,6.0,6.0,6.0,9.0,9.0,9.0,9.0,6.0,9.0,9.0,9.0,9.0,9.0,6.0,1.0,1.0,1.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,6.0,6.0,9.0,1.0,6.0,6.0,1.0,9.0,1.0,8.0,1.0,1.0,1.0,6.0
8390,100.0,1.0,6.0,6.0,6.0,6.0,6.0,9.0,9.0,6.0,1.0,9.0,9.0,9.0,1.0,6.0,6.0,9.0,9.0,9.0,1.0,1.0,1.0,9.0,9.0,6.0,8.0,1.0,1.0,6.0,6.0,6.0,9.0,9.0,9.0,9.0,6.0,6.0,9.0,8.0,9.0,6.0,6.0,1.0,6.0,6.0,1.0,6.0,6.0,6.0,9.0,6.0,1.0,6.0,6.0,6.0,6.0,6.0,9.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,6.0,6.0,9.0,6.0,1.0,8.0,6.0,6.0,1.0,1.0,9.0,1.0,6.0,6.0,1.0,1.0,6.0,6.0,9.0,1.0,6.0,9.0
8394,100.0,1.0,6.0,6.0,6.0,6.0,9.0,6.0,1.0,6.0,1.0,9.0,1.0,9.0,6.0,1.0,6.0,1.0,6.0,6.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8446,100.0,1.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,6.0,1.0,1.0,1.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,1.0,1.0,6.0,1.0,6.0,1.0,1.0,1.0,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,6.0,6.0,6.0,6.0,1.0,1.0,6.0,6.0,6.0,1.0,1.0,6.0,1.0,6.0,6.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
